Date,Adj Close
2021-07-23,12.25
2021-07-26,12.300000190734863
2021-07-27,12.109999656677246
2021-07-28,11.949999809265137
2021-07-29,11.699999809265137
2021-07-30,11.720000267028809
2021-08-02,11.600000381469727
2021-08-03,11.5
2021-08-04,11.5
2021-08-05,12.09000015258789
2021-08-06,11.979999542236328
2021-08-09,11.979999542236328
2021-08-10,11.989999771118164
2021-08-11,11.850000381469727
2021-08-12,11.9399995803833
2021-08-13,11.770000457763672
2021-08-16,11.800000190734863
2021-08-17,11.239999771118164
2021-08-18,11.90999984741211
2021-08-19,12.0
2021-08-20,12.0
2021-08-23,11.529999732971191
2021-08-24,11.869999885559082
2021-08-25,11.390000343322754
2021-08-26,11.140000343322754
2021-08-27,11.949999809265137
2021-08-30,11.4399995803833
2021-08-31,10.800000190734863
2021-09-01,11.699999809265137
2021-09-02,11.800000190734863
2021-09-03,11.850000381469727
2021-09-07,10.859999656677246
2021-09-08,10.8100004196167
2021-09-09,10.699999809265137
2021-09-10,10.779999732971191
2021-09-13,10.449999809265137
2021-09-14,10.829999923706055
2021-09-15,11.619999885559082
2021-09-16,12.1899995803833
2021-09-17,11.210000038146973
2021-09-20,10.149999618530273
2021-09-21,10.34000015258789
2021-09-22,11.15999984741211
2021-09-23,11.539999961853027
2021-09-24,11.84000015258789
2021-09-27,12.140000343322754
2021-09-28,12.399999618530273
2021-09-29,12.720000267028809
2021-09-30,12.6899995803833
2021-10-01,13.279999732971191
2021-10-04,13.369999885559082
2021-10-05,12.890000343322754
2021-10-06,12.329999923706055
2021-10-07,12.8100004196167
2021-10-08,13.930000305175781
2021-10-11,13.979999542236328
2021-10-12,13.59000015258789
2021-10-13,13.6899995803833
2021-10-14,16.540000915527344
2021-10-15,15.869999885559082
2021-10-18,15.470000267028809
2021-10-19,15.949999809265137
2021-10-20,16.1200008392334
2021-10-21,16.18000030517578
2021-10-22,16.110000610351562
2021-10-25,15.109999656677246
2021-10-26,15.979999542236328
2021-10-27,15.510000228881836
2021-10-28,15.9399995803833
2021-10-29,16.899999618530273
2021-11-01,17.100000381469727
2021-11-02,16.600000381469727
2021-11-03,17.889999389648438
2021-11-04,17.200000762939453
2021-11-05,18.559999465942383
2021-11-08,19.65999984741211
2021-11-09,18.799999237060547
2021-11-10,18.950000762939453
2021-11-11,19.530000686645508
2021-11-12,23.600000381469727
2021-11-15,23.100000381469727
2021-11-16,23.15999984741211
2021-11-17,22.600000381469727
2021-11-18,22.559999465942383
2021-11-19,22.56999969482422
2021-11-22,21.790000915527344
2021-11-23,21.84000015258789
2021-11-24,21.81999969482422
2021-11-26,19.690000534057617
2021-11-29,20.100000381469727
2021-11-30,19.450000762939453
2021-12-01,18.760000228881836
2021-12-02,20.270000457763672
2021-12-03,20.309999465942383
2021-12-06,21.649999618530273
2021-12-07,23.09000015258789
2021-12-08,24.18000030517578
2021-12-09,22.739999771118164
2021-12-10,22.020000457763672
2021-12-13,20.030000686645508
2021-12-14,19.299999237060547
2021-12-15,19.149999618530273
2021-12-16,18.139999389648438
2021-12-17,19.3799991607666
2021-12-20,18.5
2021-12-21,19.200000762939453
2021-12-22,20.020000457763672
2021-12-23,20.56999969482422
2021-12-27,20.969999313354492
2021-12-28,20.68000030517578
2021-12-29,20.149999618530273
2021-12-30,20.309999465942383
2021-12-31,20.440000534057617
2022-01-03,20.81999969482422
2022-01-04,20.739999771118164
2022-01-05,19.299999237060547
2022-01-06,18.469999313354492
2022-01-07,17.65999984741211
2022-01-10,17.020000457763672
2022-01-11,16.75
2022-01-12,16.479999542236328
2022-01-13,15.5600004196167
2022-01-14,14.319999694824219
2022-01-18,13.680000305175781
2022-01-19,15.100000381469727
2022-01-20,16.020000457763672
2022-01-21,15.829999923706055
2022-01-24,17.059999465942383
2022-01-25,16.350000381469727
2022-01-26,16.43000030517578
2022-01-27,15.899999618530273
2022-01-28,16.989999771118164
2022-01-31,17.459999084472656
2022-02-01,17.469999313354492
2022-02-02,17.59000015258789
2022-02-03,17.5
2022-02-04,18.43000030517578
2022-02-07,18.079999923706055
2022-02-08,19.209999084472656
2022-02-09,19.700000762939453
2022-02-10,19.270000457763672
2022-02-11,19.309999465942383
2022-02-14,19.31999969482422
2022-02-15,21.520000457763672
2022-02-16,20.110000610351562
2022-02-17,19.489999771118164
2022-02-18,19.90999984741211
2022-02-22,20.969999313354492
2022-02-23,19.65999984741211
2022-02-24,20.690000534057617
2022-02-25,21.25
2022-02-28,20.940000534057617
2022-03-01,19.579999923706055
2022-03-02,21.040000915527344
2022-03-03,20.489999771118164
2022-03-04,19.540000915527344
2022-03-07,18.020000457763672
2022-03-08,19.399999618530273
2022-03-09,19.920000076293945
2022-03-10,20.010000228881836
2022-03-11,19.850000381469727
2022-03-14,20.020000457763672
2022-03-15,20.93000030517578
2022-03-16,24.229999542236328
2022-03-17,23.270000457763672
2022-03-18,22.719999313354492
2022-03-21,23.350000381469727
2022-03-22,22.15999984741211
2022-03-23,22.200000762939453
2022-03-24,23.360000610351562
2022-03-25,23.68000030517578
2022-03-28,26.0
2022-03-29,25.549999237060547
2022-03-30,24.040000915527344
2022-03-31,23.440000534057617
2022-04-01,23.65999984741211
2022-04-04,23.6299991607666
2022-04-05,21.020000457763672
2022-04-06,20.610000610351562
2022-04-07,22.0
2022-04-08,22.469999313354492
2022-04-11,22.549999237060547
2022-04-12,22.3700008392334
2022-04-13,22.5
2022-04-14,22.270000457763672
2022-04-18,22.809999465942383
2022-04-19,22.459999084472656
2022-04-20,24.1200008392334
2022-04-21,24.549999237060547
2022-04-22,23.5
2022-04-25,23.450000762939453
2022-04-26,21.309999465942383
2022-04-27,21.149999618530273
2022-04-28,21.770000457763672
2022-04-29,20.719999313354492
2022-05-02,21.260000228881836
2022-05-03,21.389999389648438
2022-05-04,21.200000762939453
2022-05-05,18.350000381469727
2022-05-06,17.1200008392334
2022-05-09,16.25
2022-05-10,16.18000030517578
2022-05-11,15.949999809265137
2022-05-12,16.6299991607666
2022-05-13,14.369999885559082
