Date,Adj Close
2023-05-02,33.04999923706055
2023-05-03,32.91999816894531
2023-05-04,33.65999984741211
2023-05-05,34.599998474121094
2023-05-08,34.2400016784668
2023-05-09,29.770000457763672
2023-05-10,25.959999084472656
2023-05-11,24.520000457763672
2023-05-12,22.25
2023-05-15,22.049999237060547
2023-05-16,30.690000534057617
2023-05-17,31.729999542236328
2023-05-18,35.790000915527344
2023-05-19,34.27000045776367
2023-05-22,38.2400016784668
2023-05-23,38.040000915527344
2023-05-24,36.02000045776367
2023-05-25,35.709999084472656
2023-05-26,35.040000915527344
2023-05-30,35.38999938964844
2023-05-31,35.09000015258789
2023-06-01,36.619998931884766
2023-06-02,40.09000015258789
2023-06-05,37.41999816894531
2023-06-06,38.45000076293945
2023-06-07,39.0
2023-06-08,36.72999954223633
2023-06-09,38.130001068115234
2023-06-12,36.619998931884766
2023-06-13,37.310001373291016
2023-06-14,37.810001373291016
2023-06-15,37.16999816894531
2023-06-16,39.02000045776367
2023-06-20,39.63999938964844
2023-06-21,34.84000015258789
2023-06-22,33.29999923706055
2023-06-23,32.349998474121094
2023-06-26,31.229999542236328
2023-06-27,32.529998779296875
2023-06-28,33.63999938964844
2023-06-29,35.22999954223633
2023-06-30,33.619998931884766
2023-07-03,33.5
2023-07-05,32.90999984741211
2023-07-06,32.72999954223633
2023-07-07,33.84000015258789
2023-07-10,34.290000915527344
2023-07-11,34.34000015258789
2023-07-12,34.38999938964844
2023-07-13,34.68000030517578
2023-07-14,34.70000076293945
2023-07-17,33.84000015258789
2023-07-18,35.31999969482422
2023-07-19,34.79999923706055
2023-07-20,35.119998931884766
2023-07-21,34.099998474121094
2023-07-24,34.2400016784668
2023-07-25,33.97999954223633
2023-07-26,34.66999816894531
2023-07-27,34.709999084472656
2023-07-28,35.40999984741211
2023-07-31,34.84000015258789
2023-08-01,33.66999816894531
2023-08-02,33.58000183105469
2023-08-03,33.560001373291016
2023-08-04,33.2599983215332
2023-08-07,33.720001220703125
2023-08-08,32.849998474121094
2023-08-09,32.5099983215332
2023-08-10,32.33000183105469
2023-08-11,32.849998474121094
2023-08-14,32.16999816894531
2023-08-15,31.760000228881836
2023-08-16,30.829999923706055
2023-08-17,30.649999618530273
2023-08-18,32.79999923706055
2023-08-21,30.989999771118164
2023-08-22,32.58000183105469
2023-08-23,32.2400016784668
2023-08-24,31.600000381469727
2023-08-25,31.93000030517578
2023-08-28,31.729999542236328
2023-08-29,31.68000030517578
2023-08-30,31.8799991607666
2023-08-31,32.09000015258789
2023-09-01,31.0
2023-09-05,32.06999969482422
2023-09-06,32.400001525878906
2023-09-07,32.459999084472656
2023-09-08,32.20000076293945
2023-09-11,32.31999969482422
2023-09-12,32.5
2023-09-13,32.75
2023-09-14,32.939998626708984
2023-09-15,32.75
2023-09-18,32.11000061035156
2023-09-19,33.08000183105469
2023-09-20,32.720001220703125
2023-09-21,32.849998474121094
2023-09-22,32.84000015258789
2023-09-25,32.93000030517578
2023-09-26,32.45000076293945
2023-09-27,32.72999954223633
2023-09-28,33.029998779296875
2023-09-29,32.90999984741211
2023-10-02,32.58000183105469
2023-10-03,32.849998474121094
2023-10-04,32.68000030517578
2023-10-05,32.77000045776367
2023-10-06,32.779998779296875
2023-10-09,32.560001373291016
2023-10-10,32.79999923706055
2023-10-11,32.72999954223633
2023-10-12,32.25
2023-10-13,31.959999084472656
2023-10-16,32.70000076293945
2023-10-17,33.880001068115234
2023-10-18,33.02000045776367
2023-10-19,31.31999969482422
2023-10-20,29.8799991607666
2023-10-23,29.649999618530273
2023-10-24,30.760000228881836
2023-10-25,29.690000534057617
2023-10-26,30.0
2023-10-27,29.719999313354492
2023-10-30,29.59000015258789
2023-10-31,30.479999542236328
2023-11-01,29.520000457763672
2023-11-02,31.149999618530273
2023-11-03,31.469999313354492
2023-11-06,30.530000686645508
2023-11-07,28.950000762939453
2023-11-08,29.600000381469727
2023-11-09,28.3799991607666
2023-11-10,29.170000076293945
2023-11-13,28.56999969482422
2023-11-14,29.549999237060547
2023-11-15,29.68000030517578
2023-11-16,30.049999237060547
2023-11-17,30.639999389648438
2023-11-20,30.270000457763672
2023-11-21,30.350000381469727
2023-11-22,30.920000076293945
2023-11-24,31.520000457763672
2023-11-27,30.8799991607666
2023-11-28,30.139999389648438
2023-11-29,30.030000686645508
2023-11-30,30.280000686645508
2023-12-01,30.799999237060547
2023-12-04,30.979999542236328
2023-12-05,30.350000381469727
2023-12-06,30.190000534057617
2023-12-07,31.299999237060547
2023-12-08,32.20000076293945
2023-12-11,31.68000030517578
2023-12-12,31.639999389648438
2023-12-13,32.20000076293945
2023-12-14,32.20000076293945
2023-12-15,31.15999984741211
2023-12-18,31.31999969482422
2023-12-19,31.969999313354492
2023-12-20,31.440000534057617
2023-12-21,31.8700008392334
2023-12-22,31.149999618530273
2023-12-26,31.420000076293945
2023-12-27,31.81999969482422
2023-12-28,31.799999237060547
2023-12-29,31.790000915527344
2024-01-02,30.989999771118164
2024-01-03,30.170000076293945
2024-01-04,30.56999969482422
2024-01-05,30.34000015258789
